source,target
132646210,135508015
135508015,132646210
132646210,160741955
132646210,249661913
249661913,132646210
1546005282,132646210
132646210,52869134
52869134,132646210
132646210,2329817887
132646210,16549460
16549460,132646210
618193431,132646210
133550954,132646210
132646210,1195040516318093312
132646210,22129782
132646210,204718713
132646210,278359534
409922330,132646210
132646210,15045590
15045590,132646210
132646210,704185699415695360
704185699415695360,132646210
250344120,132646210
132646210,49911968
49911968,132646210
108207407,132646210
132646210,607311335
607311335,132646210
132646210,384747822
824812182114164736,132646210
132646210,1077633912
132646210,15455450
15455450,132646210
154138518,132646210
132646210,42399260
132646210,139008774
132646210,2190533245
2190533245,132646210
132646210,30981656
30981656,132646210
132646210,872274950
771036399671705600,132646210
828064288417779712,132646210
132646210,23973296
1280838371682779136,132646210
132646210,996170598056263683
996170598056263683,132646210
132646210,65915718
65915718,132646210
1179011991563915264,132646210
18052550,132646210
132646210,49793
132646210,1894231788
132646210,18506971
18506971,132646210
132646210,1477918760
1477918760,132646210
132646210,1911204626
1911204626,132646210
132646210,223380941
223380941,132646210
132646210,17354555
17354555,132646210
132646210,3780315496
132646210,322711407
2786141198,132646210
132646210,16687314
132646210,373951619
132646210,11595422
4347423515,132646210
132646210,313348339
313348339,132646210
132646210,905687730843037696
132646210,4398626122
1582645148,132646210
1169945329053130753,132646210
899783769854320640,132646210
132646210,66322723
870764041660190720,132646210
132646210,19677430
132646210,54817041
132646210,1182908622113660929
1182908622113660929,132646210
132646210,1175299088
132646210,1339637532
1339637532,132646210
132646210,5765972
132646210,3230093066
3230093066,132646210
132646210,1617382039
132646210,268262631
268262631,132646210
837214523547353089,132646210
132646210,2165646554
2165646554,132646210
132646210,710755931227824128
132646210,772574162
132646210,610026759
132646210,17002009
132646210,2550133394
2550133394,132646210
132646210,9271782
132646210,1907881
1907881,132646210
132646210,41694589
132646210,78269677
78269677,132646210
27224166,132646210
132646210,446719282
443602279,132646210
132646210,3406278903
3406278903,132646210
132646210,17657107
17657107,132646210
132646210,790451965
790451965,132646210
132646210,1127358323051749378
3221752726,132646210
132646210,412270831
132646210,1265795638551212032
1265795638551212032,132646210
132646210,790899349471498240
132453147,132646210
132646210,2601589496
2601589496,132646210
11773812,132646210
807251568961744896,132646210
132646210,39547749
132646210,386277982
1251073078211178496,132646210
132646210,199298537
199298537,132646210
132646210,297091554
132646210,256644046
256644046,132646210
132646210,59504716
101353399,132646210
132646210,118263124
132646210,1111315973125169152
47681517,132646210
994886035086761984,132646210
2653043425,132646210
132646210,846672306378326016
831393481465556992,132646210
54959293,132646210
132646210,904533569749508097
904533569749508097,132646210
1081289442671902720,132646210
132646210,375007888
80979483,132646210
132646210,146734981
132646210,44973000
44973000,132646210
856509174473248768,132646210
132646210,1017373138500378624
132646210,216919545
216919545,132646210
132646210,16110508
132646210,7295362
132646210,246713978
132646210,382158989
36966461,132646210
492216731,132646210
132646210,273561140
273561140,132646210
132646210,799830497065050112
6459362,132646210
132646210,936713855878787074
936713855878787074,132646210
256879792,132646210
132646210,66722583
66722583,132646210
253587073,132646210
132646210,717348489215262724
717348489215262724,132646210
755513278625898496,132646210
4157611,132646210
132646210,191723833
132646210,917738789233217536
917738789233217536,132646210
132646210,3732176255
132646210,3304471
822367881547550720,132646210
84036295,132646210
132646210,22026924
9719522,132646210
1255799724,132646210
132646210,260971421
1212987379692081153,132646210
132646210,25481069
25481069,132646210
132646210,126132953
308226281,132646210
132646210,301178769
301178769,132646210
132646210,308578864
2289023460,132646210
132646210,106856453
132646210,50269516
50269516,132646210
132646210,1014471
877823703249068032,132646210
132646210,342578839
132646210,272623675
272623675,132646210
132646210,299858686
132646210,190754693
562222972,132646210
132646210,739854925560156160
132646210,112202046
132646210,969392138076041216
969392138076041216,132646210
132646210,4027105402
132646210,45598113
132646210,76937615
76937615,132646210
132646210,1442906958
264132382,132646210
132646210,139355216
132646210,113125584
132646210,274609987
132646210,172179385
1426135280,132646210
132646210,234058792
234058792,132646210
467852343,132646210
132646210,87473622
87473622,132646210
132646210,792460428005605376
167735563,132646210
132646210,393675585
393675585,132646210
132646210,18033313
132646210,111373125
111373125,132646210
771427581992185856,132646210
132646210,193935341
193935341,132646210
132646210,318093688
2373145729,132646210
1251232344947613701,132646210
132646210,341000847
341000847,132646210
3341697257,132646210
132646210,3128829965
3128829965,132646210
1108685535088771073,132646210
3298523377,132646210
132646210,1154319646780272641
132646210,247943231
247943231,132646210
838930153665363968,132646210
2353222800,132646210
15068044,132646210
132646210,1019194066855006208
1019194066855006208,132646210
188029486,132646210
2251030016,132646210
132646210,842043337687289856
132646210,4890000754
4890000754,132646210
132646210,20644989
132646210,19739240
132646210,2354542969
132646210,15581480
15581480,132646210
132646210,9571292
9571292,132646210
132646210,29277960
29277960,132646210
761153954809913344,132646210
132646210,1084212657761148928
132646210,22749856
132646210,5734242
132646210,1053292116
1053292116,132646210
132646210,19626509
19626509,132646210
132646210,1039052508193284096
769823624308092928,132646210
132646210,32942338
32942338,132646210
132646210,49287656
49287656,132646210
1166366776625467393,132646210
139507464,132646210
132646210,78269397
78269397,132646210
132646210,16868154
16868154,132646210
972494379754688518,132646210
132646210,206292087
206292087,132646210
132646210,2575365842
132646210,1770311
132646210,2422189058
2422189058,132646210
226298062,132646210
838701223113068544,132646210
132646210,131498466
132646210,14697496
132646210,725639768663576576
725639768663576576,132646210
132646210,81875677
132646210,197313522
132646210,18059898
2981463028,132646210
132646210,9632312
132646210,303048766
132646210,495430242
495430242,132646210
778982023415291904,132646210
132646210,10759032
1669374084,132646210
132646210,920700510306529280
920700510306529280,132646210
1289974182755762176,132646210
132646210,762093631
132646210,20926161
20926161,132646210
887627169765130241,132646210
431192409,132646210
132646210,743340014214352896
1144823372158767104,132646210
132646210,1086604922
1086604922,132646210
623575404,132646210
132646210,216939636
132646210,898565245484105732
132646210,190006526
190006526,132646210
132646210,388144129
388144129,132646210
132646210,1062729727
1062729727,132646210
132646210,114485232
132646210,831290691712004096
831290691712004096,132646210
742643587108605952,132646210
1850752598,132646210
132646210,1111730640762875907
1111730640762875907,132646210
132646210,96962998
132646210,382393
382393,132646210
132646210,36515907
2515540081,132646210
132646210,14451127
14451127,132646210
132646210,4083688114
132646210,22994885
132646210,1143038206335737856
132646210,2839825685
132646210,49977240
48457557,132646210
984363152958685184,132646210
1233080567727521792,132646210
132646210,403731744
132646210,633
1178221893616308224,132646210
101711550,132646210
132646210,25037133
25037133,132646210
132646210,54875928
54875928,132646210
44583317,132646210
132646210,6057982
4460137405,132646210
132646210,22952866
132646210,153439378
132646210,2983902143
2983902143,132646210
132646210,485865743
485865743,132646210
1517068255,132646210
132646210,871687740
132646210,549833457
354009660,132646210
132646210,289560192
289560192,132646210
132646210,33836629
132646210,195658424
195658424,132646210
132646210,4149032843
4149032843,132646210
132646210,14862794
132646210,433873132
433873132,132646210
1567085737,132646210
132646210,374433827
374433827,132646210
132646210,125792630
132646210,879014078932504577
132646210,61143806
61143806,132646210
132646210,2459299508
132646210,234321271
234321271,132646210
562363,132646210
132646210,87476034
132646210,442245081
442245081,132646210
132646210,17503180
1219230275198058497,132646210
132646210,1229540217595387904
132646210,29951831
3375552377,132646210
132646210,17078917
132646210,193227076
132646210,810173876466515968
132646210,174072879
132646210,84653850
132646210,59481357
132646210,352053266
975115762712096768,132646210
132646210,1562578862
132646210,1441677282
1441677282,132646210
1017171853914333185,132646210
137745777,132646210
132646210,2776164847
132646210,17839109
132646210,70900164
70900164,132646210
132646210,18843675
18843675,132646210
132646210,1851621
1851621,132646210
132646210,45820175
131947210,132646210
142724647,132646210
132646210,2025101
2025101,132646210
132646210,201194687
201194687,132646210
711001600567828481,132646210
1471694196,132646210
132646210,73719913
14794109,132646210
132646210,947311503216066560
947311503216066560,132646210
132646210,807261497500069888
132646210,2821616774
132646210,547871798
132646210,159342110
159342110,132646210
132646210,1535439446
1535439446,132646210
132646210,16851370
132646210,475026877
475026877,132646210
132646210,15926727
132646210,48677032
48677032,132646210
2734776646,132646210
132646210,997784960
132646210,3246646347
132646210,109598348
132646210,11867332
281945877,132646210
132646210,224495471
1148595838664552451,132646210
132646210,1287104705185939456
1287104705185939456,132646210
906922846412267521,132646210
3160109092,132646210
160246849,132646210
955493794669121537,132646210
132646210,27104786
352248891,132646210
327066310,132646210
132646210,2492690671
2492690671,132646210
833624768800817152,132646210
1721425735,132646210
132646210,200083348
200083348,132646210
132646210,1035524448319885312
132646210,455428885
132646210,166499569
166499569,132646210
132646210,135047672
135047672,132646210
132646210,1044869316288696320
132646210,1313137113454579717
1313137113454579717,132646210
132646210,1101500498564313090
1101500498564313090,132646210
132646210,40156543
2310390416,132646210
3339046197,132646210
781751446362468353,132646210
2269512362,132646210
